Rating Period,Calendar Year,Model,County,Health Plan,Brand,Category of Aid,Lower Bound,Midpoint,Upper Bound,AWOP
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - UIS Federally Eligible,207.09,217.4,228.61,232.31
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - UIS Federally Eligible,1458.42,1533.88,1615.94,2218.55
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - UIS State-Only,4970.04,5217.5,5486.53,5522.53
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - UIS State-Only,5486.44,5770.31,6079.01,8301.27
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - SIS,4501.85,4726.0,4969.68,5004.36
01/2024-12/2024,2024,PACE,Tulare,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - SIS,6313.51,6640.17,6995.41,9574.18
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - UIS Federally Eligible,207.09,217.4,228.61,232.31
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - UIS Federally Eligible,1458.42,1533.88,1615.94,2218.55
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - UIS State-Only,4970.04,5217.5,5486.53,5522.53
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - UIS State-Only,5486.44,5770.31,6079.01,8301.27
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Full-Dual - SIS,4501.85,4726.0,4969.68,5004.36
01/2024-12/2024,2024,PACE,Kern,"Innovative Integrated Health, Inc.","Innovative Integrated Health, Inc.",Non-Dual - SIS,6313.51,6640.17,6995.41,9574.18
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,Sacramento,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,San Joaquin,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,Sutter,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,Placer,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,Yuba,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS Federally Eligible,233.11,244.9,257.72,259.42
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS Federally Eligible,1704.38,1793.82,1891.09,2206.92
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - UIS State-Only,5594.55,5877.61,6185.35,6172.82
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - UIS State-Only,6411.73,6748.19,7114.11,8254.4
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Full-Dual - SIS,5067.53,5323.92,5602.67,5598.71
01/2024-12/2024,2024,PACE,El Dorado,"InnovAge California PACE-Sacramento, LLC","InnovAge California PACE-Sacramento, LLC",Non-Dual - SIS,7378.28,7765.46,8186.55,9532.07
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS Federally Eligible,181.9,191.38,201.7,229.35
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS Federally Eligible,1596.27,1680.94,1773.02,2380.26
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS State-Only,4365.48,4593.14,4840.7,5466.98
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS State-Only,6005.0,6323.52,6669.95,8917.14
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - SIS,3954.24,4160.46,4384.69,4953.99
01/2024-12/2024,2024,PACE,Riverside,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - SIS,6910.25,7276.78,7675.43,10277.51
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS Federally Eligible,181.9,191.38,201.7,229.35
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS Federally Eligible,1596.27,1680.94,1773.02,2380.26
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - UIS State-Only,4365.48,4593.14,4840.7,5466.98
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - UIS State-Only,6005.0,6323.52,6669.95,8917.14
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Full-Dual - SIS,3954.24,4160.46,4384.69,4953.99
01/2024-12/2024,2024,PACE,San Bernardino,"Total Longterm Care, Inc.","Total Longterm Care, Inc.",Non-Dual - SIS,6910.25,7276.78,7675.43,10277.51
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federally Eligible,178.22,187.45,197.5,229.35
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federally Eligible,1604.67,1689.49,1781.74,2380.26
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,4277.17,4498.91,4740.03,5466.98
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,6036.61,6355.7,6702.74,8917.14
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,3874.25,4075.1,4293.5,4953.99
01/2024-12/2024,2024,PACE,San Bernardino,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,6946.62,7313.81,7713.17,10277.51
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS Federally Eligible,178.22,187.45,197.5,229.35
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS Federally Eligible,1604.67,1689.49,1781.74,2380.26
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - UIS State-Only,4277.17,4498.91,4740.03,5466.98
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - UIS State-Only,6036.61,6355.7,6702.74,8917.14
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Full-Dual - SIS,3874.25,4075.1,4293.5,4953.99
01/2024-12/2024,2024,PACE,Riverside,Neighborhood Healthcare PACE,Neighborhood Healthcare PACE,Non-Dual - SIS,6946.62,7313.81,7713.17,10277.51
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Full-Dual - UIS Federally Eligible,380.74,399.25,419.38,387.58
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Non-Dual - UIS Federally Eligible,1990.89,2092.86,2203.74,3061.4
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Full-Dual - UIS State-Only,9137.77,9582.1,10065.05,9242.69
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Non-Dual - UIS State-Only,7489.54,7873.13,8290.26,11457.45
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Full-Dual - SIS,8276.97,8679.44,9116.89,8390.08
01/2024-12/2024,2024,PACE,San Francisco,North East Medical Services,North East Medical Services,Non-Dual - SIS,8618.57,9059.99,9540.0,13239.88
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,317.87,333.78,351.07,319.18
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,1600.48,1684.02,1774.88,2442.92
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,7628.88,8010.64,8425.7,7629.09
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,6020.83,6335.11,6676.91,9144.05
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,6910.22,7256.02,7631.97,6913.14
01/2024-12/2024,2024,PACE,Alameda,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,6928.46,7290.12,7683.44,10546.89
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,380.74,399.25,419.38,387.58
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,1990.89,2092.86,2203.74,3061.4
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,9137.77,9582.1,10065.05,9242.69
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,7489.54,7873.13,8290.26,11457.45
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,8276.97,8679.44,9116.89,8390.08
01/2024-12/2024,2024,PACE,San Francisco,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,8618.57,9059.99,9540.0,13239.88
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS Federally Eligible,331.88,348.55,366.67,338.5
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS Federally Eligible,1789.28,1882.2,1983.25,2412.55
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - UIS State-Only,7965.2,8365.18,8800.04,8083.43
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - UIS State-Only,6731.09,7080.65,7460.8,9040.02
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Full-Dual - SIS,7214.86,7577.16,7971.05,7322.49
01/2024-12/2024,2024,PACE,Santa Clara,OnLok Senior Health Services,OnLok Senior Health Services,Non-Dual - SIS,7745.79,8148.05,8585.5,10412.81
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS Federally Eligible,239.12,251.39,264.72,284.39
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS Federally Eligible,1725.62,1816.44,1915.22,2769.38
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5738.92,6033.25,6353.3,6781.96
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6491.6,6833.28,7204.88,10378.57
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Full-Dual - SIS,5198.3,5464.9,5754.8,6146.57
01/2024-12/2024,2024,PACE,Napa,Collabria Care,Collabria Care,Non-Dual - SIS,7470.2,7863.38,8291.0,11964.98
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS Federally Eligible,239.12,251.39,264.72,284.39
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS Federally Eligible,1725.62,1816.44,1915.22,2769.38
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5738.92,6033.25,6353.3,6781.96
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6491.6,6833.28,7204.88,10378.57
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Full-Dual - SIS,5198.3,5464.9,5754.8,6146.57
01/2024-12/2024,2024,PACE,Solano,Collabria Care,Collabria Care,Non-Dual - SIS,7470.2,7863.38,8291.0,11964.98
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS Federally Eligible,239.12,251.39,264.72,284.39
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS Federally Eligible,1725.62,1816.44,1915.22,2769.38
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - UIS State-Only,5738.92,6033.25,6353.3,6781.96
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - UIS State-Only,6491.6,6833.28,7204.88,10378.57
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Full-Dual - SIS,5198.3,5464.9,5754.8,6146.57
01/2024-12/2024,2024,PACE,Sonoma,Collabria Care,Collabria Care,Non-Dual - SIS,7470.2,7863.38,8291.0,11964.98
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS Federally Eligible,238.99,250.76,263.55,307.47
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS Federally Eligible,1875.05,1970.98,2075.29,2725.34
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - UIS State-Only,5735.74,6018.21,6325.27,7334.91
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - UIS State-Only,7053.77,7414.63,7807.04,10211.13
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Full-Dual - SIS,5195.42,5451.27,5729.41,6648.05
01/2024-12/2024,2024,PACE,Humboldt,"Humboldt Senior Resource Center, Incorporated","Humboldt Senior Resource Center, Incorporated",Non-Dual - SIS,8117.11,8532.37,8983.93,11774.14
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS Federally Eligible,182.4,191.68,201.78,266.76
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS Federally Eligible,1770.89,1863.59,1964.41,2346.58
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - UIS State-Only,4377.61,4600.41,4842.66,6359.52
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - UIS State-Only,6661.91,7010.65,7389.94,8785.68
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Full-Dual - SIS,3965.23,4167.04,4386.47,5763.93
01/2024-12/2024,2024,PACE,San Diego,"Centro de Salud de la Comunidad de San Ysidro, Inc.","Centro de Salud de la Comunidad de San Ysidro, Inc.",Non-Dual - SIS,7666.18,8067.49,8503.95,10132.98
01/2024-12/2024,2024,PACE,San Diego,Community Eldercare of San Diego,Community Eldercare of San Diego,Full-Dual - UIS Federally Eligible,167.9,176.57,185.99,266.76
